age,ens1,ens2,ens3,ens4,ens5,ens6,ens7,ens8,ens9,ens10,ens11,ens12,ens13,ens14,ens15,ens16,ens17,ens18,ens19,ens20,ens21,ens22,ens23,ens24,ens25,ens26,ens27,ens28,ens29,ens30,ens31,ens32,ens33,ens34,ens35,ens36,ens37,ens38,ens39,ens40,ens41,ens42,ens43,ens44,ens45,ens46,ens47,ens48,ens49,ens50
7100,1.0810134852155553,1.2150398546826573,1.1771170666611483,1.0116387579168111,0.9947695839093844,1.0477879861015742,1.132428961957537,1.14669003737339,1.1691832977780232,1.1760135830380658,1.0241647817631525,0.9661079592693379,1.1396999324955102,1.084184982650862,1.2010954893504635,1.0901544507160388,1.180197612981739,1.1301566756007164,1.2009320489866178,1.0326571603465562,1.0765071203060348,1.2104273046413057,1.176134901070114,1.0687553825086353,1.1550533696733036,1.1382167098843126,1.1832666631624784,1.2071358445305713,1.2854470395561655,1.0173883306529163,1.1592728982317817,1.1377927874561575,1.157135250070708,1.209140826457063,1.119772507310984,1.098635424750754,1.0902548016379865,1.1303065569461619,1.2047527956219195,1.2058384233255703,1.1696777658142528,1.175541383924176,1.1627141262490168,1.134212573323232,1.1253233441535049,1.1999343909327609,1.139832924293144,1.1286361086285284,1.0667683538589199,1.1208899312122644
7300,0.8085518310050291,0.9425782004721313,0.9046554124506222,0.7391771037062852,0.7223079296988584,0.7753263318910482,0.8599673077470109,0.8742283831628639,0.8967216435674971,0.9035519288275398,0.7517031275526265,0.6936463050588119,0.8672382782849841,0.8117233284403359,0.9286338351399375,0.8176927965055129,0.9077359587712129,0.8576950213901904,0.9284703947760916,0.76019550613603,0.8040454660955088,0.9379656504307795,0.903673246859588,0.7962937282981092,0.8825917154627777,0.8657550556737865,0.9108050089519523,0.9346741903200452,1.0129853853456392,0.7449266764423903,0.8868112440212557,0.8653311332456315,0.884673595860182,0.9366791722465369,0.847310853100458,0.8261737705402278,0.8177931474274605,0.8578449027356359,0.9322911414113936,0.9333767691150443,0.8972161116037266,0.9030797297136499,0.8902524720384907,0.8617509191127058,0.8528616899429787,0.9274727367222347,0.8673712700826179,0.8561744544180022,0.7943066996483937,0.8484282770017383
7500,0.20752852247871356,0.3415548919458157,0.30363210392430656,0.1381537951799696,0.12128462117254284,0.1743030233647325,0.25894399922069533,0.27320507463654825,0.2956983350411814,0.3025286203012242,0.1506798190263109,0.09262299653249617,0.2662149697586685,0.21070001991402026,0.3276105266136219,0.2166694879791972,0.30671265024489724,0.2566717128638748,0.3274470862497759,0.15917219760971454,0.20302215756919303,0.33694234190446387,0.3026499383332724,0.1952704197717935,0.281568406936462,0.264731747147471,0.30978170042563663,0.3336508817937296,0.41196207681932373,0.14390336791607466,0.28578793549494014,0.26430782471931585,0.2836502873338664,0.33565586372022116,0.24628754457414223,0.22515046201391214,0.21676983890114482,0.2568215942093203,0.33126783288507794,0.3323534605887287,0.296192803077411,0.30205642118733433,0.28922916351217504,0.2607276105863902,0.2518383814166631,0.32644942819591916,0.26634796155630236,0.25515114589168664,0.19328339112207815,0.24740496847542262
7700,0.8742728834787139,1.008299252945816,0.970376464924307,0.80489815617997,0.7880289821725431,0.8410473843647328,0.9256883602206956,0.9399494356365486,0.9624426960411818,0.9692729813012245,0.8174241800263112,0.7593673575324965,0.9329593307586688,0.8774443809140207,0.9943548876136222,0.8834138489791975,0.9734570112448977,0.9234160738638751,0.9941914472497764,0.8259165586097148,0.8697665185691934,1.0036867029044643,0.9693942993332727,0.8620147807717939,0.9483127679364624,0.9314761081474713,0.976526061425637,1.00039524279373,1.078706437819324,0.8106477289160751,0.9525322964949404,0.9310521857193161,0.9503946483338667,1.0024002247202215,0.9130319055741427,0.8918948230139125,0.8835141999011452,0.9235659552093206,0.9980121938850782,0.9990978215887291,0.9629371640774114,0.9688007821873347,0.9559735245121753,0.9274719715863906,0.9185827424166635,0.9931937891959195,0.9330923225563027,0.921895506891687,0.8600277521220785,0.914149329475423
7900,0.1871713795839768,0.32119774905107895,0.28327496102956984,0.11779665228523287,0.10092747827780604,0.15394588046999572,0.23858685632595855,0.25284793174181147,0.27534119214644465,0.2821714774064874,0.13032267613157417,0.0722658536377594,0.24585782686393173,0.19034287701928346,0.3072533837188851,0.19631234508446044,0.28635550735016047,0.23631456996913805,0.3070899433550392,0.1388150547149778,0.18266501467445626,0.31658519900972715,0.2822927954385357,0.17491327687705674,0.26121126404172523,0.24437460425273425,0.2894245575308999,0.3132937388989928,0.3916049339245869,0.12354622502133791,0.26543079260020336,0.24395068182457919,0.2632931444391296,0.3152987208254844,0.22593040167940548,0.20479331911917537,0.19641269600640804,0.23646445131458357,0.31091068999034116,0.31199631769399194,0.27583566018267425,0.2816992782925975,0.26887202061743826,0.24037046769165343,0.2314812385219264,0.3060922853011824,0.24599081866156555,0.23479400299694989,0.17292624822734137,0.2270478255806859
8100,0.5209375451629238,0.6549639146300259,0.6170411266085167,0.45156281786417984,0.434693643856753,0.4877120460489427,0.5723530219049056,0.5866140973207584,0.6091073577253916,0.6159376429854344,0.4640888417105211,0.4060320192167064,0.5796239924428787,0.5241090425982304,0.6410195492978321,0.5300785106634074,0.6201216729291075,0.570080735548085,0.6408561089339861,0.47258122029392474,0.5164311802534032,0.6503513645886742,0.6160589610174827,0.5086794424560037,0.5949774296206722,0.5781407698316812,0.6231907231098468,0.6470599044779398,0.725371099503534,0.4573123906002849,0.5991969581791503,0.5777168474035261,0.59705931001807655,0.6490648864044314,0.5596965672583525,0.5385594846981223,0.530178861585355,0.5702306168935306,0.6446768555692881,0.645762483272939,0.6096018257616213,0.6154654438715446,0.6026381861963852,0.5741366332706004,0.5652474041008734,0.6398584508801294,0.5797569842405126,0.5685601685758969,0.5066924138062884,0.5608139911596328
8300,0.19085634205766064,0.3248827115247627,0.2869599235032536,0.12148161475891663,0.1046124407514898,0.15763084294367952,0.2422718187996423,0.2565328942154953,0.2790261546201285,0.2858564398801712,0.134007638605258,0.07595081611144319,0.24954278933761556,0.19402783949296726,0.31093834619256894,0.19999730755814424,0.2900404698238443,0.2399995324428219,0.310774905828723,0.14250001718866157,0.18634997714814003,0.3202701614834109,0.28597775791221947,0.1785982393507405,0.26489622651540906,0.2480595667264181,0.29310952000458373,0.3169787013726766,0.3952898963982708,0.12723118749502174,0.2691157550738872,0.24763564429826296,0.26697810691281343,0.31898368329916815,0.22961536415308928,0.2084782815928592,0.20009765848009187,0.24014941378826743,0.31459565246402493,0.3156812801676758,0.279520622656358,0.2853842407662813,0.27255698309112203,0.2440554301653372,0.23516620099561017,0.30977724777486626,0.24967578113524933,0.2384789654706337,0.17661121070102526,0.23073278805436975
8500,0.48570070311029273,0.6197270725773948,0.5818042845558857,0.4163259758115487,0.3994568018041219,0.45247520399631164,0.5371161798522743,0.5513772552681274,0.5738705156727606,0.5807008009328033,0.42885199965789006,0.3707951771640753,0.5443871503902477,0.4888722005455994,0.605782707245201,0.4948416686107763,0.5848848308764764,0.534843893495454,0.605619266881355,0.4373443782412937,0.4811943382007721,0.615114522536043,0.5808221189648516,0.4734426004033726,0.5597405875680411,0.5429039277790502,0.5879538810572158,0.6118230624253087,0.690134257450903,0.42207554854765383,0.5639601161265193,0.542480005350895,0.5618224679654455,0.6138280443518003,0.5244597252057214,0.5033226426454913,0.494942019532724,0.5349937748408995,0.609440013516657,0.6105256412203078,0.5743649837089901,0.5802286018189134,0.5674013441437542,0.5388997912179693,0.5300105620482423,0.6046216088274983,0.5445201421878815,0.5333233265232658,0.4714555717536573,0.5255771491070018
8700,0.30906536484713465,0.44309173431423676,0.40516894629272765,0.23969063754839068,0.22282146354096388,0.27583986573315356,0.3604808415891164,0.37474191700496934,0.39723517740960246,0.4040654626696452,0.252216661394732,0.19415983890091726,0.3677518121270896,0.3122368622824413,0.429147368982043,0.31820633034761825,0.4082494926133183,0.35820855523229583,0.428983928618197,0.2607090399781356,0.3045589999376141,0.43847918427288496,0.4041867807016935,0.2968072621402146,0.38310524930488304,0.3662685895158921,0.41131854279405766,0.4351877241621507,0.5134989191877448,0.24544021028449572,0.38732477786336117,0.36584466708773694,0.3851871297022874,0.4371927060886422,0.3478243869425633,0.32668730438233323,0.3183066812695659,0.3583584365777414,0.43280467525349897,0.4338903029571498,0.39772964544583206,0.40359326355575537,0.39076600588059607,0.3622644529548113,0.3533752237850842,0.4279862705643402,0.3678848039247234,0.35668798826010767,0.2948202334904992,0.3489418108438437
8900,-0.34100230436339196,-0.20697593489628988,-0.244898722917799,-0.41037703166213596,-0.4272462056695628,-0.374227803477373,-0.28958682762141025,-0.2753257522055573,-0.25283249180092415,-0.24600220654088134,-0.39785100781579463,-0.4559078303096094,-0.28231585708343704,-0.3378308069280853,-0.22092030022848372,-0.3318613388629084,-0.24181817659720828,-0.2918591139782307,-0.2210837405923296,-0.389358629232391,-0.34550866927291257,-0.21158848493764168,-0.2458808885088331,-0.3532604070703121,-0.26696241990564357,-0.2837990796946345,-0.2387491264164689,-0.21487994504837596,-0.1365687500227818,-0.4046274589260309,-0.26274289134716533,-0.28422300212278967,-0.2648805395082392,-0.21287496312188442,-0.3022432822679633,-0.3233803648281933,-0.3317609879409607,-0.2917092326327852,-0.21726299395702764,-0.2161773662533768,-0.25233802376469455,-0.24647440565477124,-0.25930166332993054,-0.28780321625571537,-0.29669244542544243,-0.2220813986461864,-0.2821828652858032,-0.29337968095041894,-0.35524743572002737,-0.3011258583666829
